Quotation_ID,Date,Client,Project,Item,Unit,Quantity,Cement_Bags,Sand_CFT,Aggregate_CFT,Steel_Kg,Bricks_Nos,Water_Cost,Equipment_Cost,Labour_Cost,Electrical_Cost,Material_Cost,Transport,Safety,GST,Profit,Total
QTN-00937,2026-11-14,SPPS Construction,Project 47,PCC,Nos,79,21,488,501,4001,3218,1503,23496,64722,16578,435932,10814.56,5407.28,100250.97,65720.08,722920.89
QTN-00938,2026-06-28,Skyline,Project 16,RCC,Nos,217,320,533,800,274,3704,2468,15471,84070,9170,335290,8880.02,4440.01,82317.79,53963.88,593602.7
QTN-00939,2026-02-21,ABC Builders,Project 79,Painting,Nos,374,349,736,318,3364,2156,2205,21533,94110,14746,525843,13124.64,6562.32,121665.41,79758.44,877342.81
QTN-00940,2026-01-01,XYZ Infra,Project 19,Earthwork,Nos,218,145,478,173,1423,9390,2251,19931,92664,9949,308346,8617.8,4308.9,79887.01,52370.37,576074.08
QTN-00941,2026-09-02,Green Homes,Project 14,RCC,Nos,391,598,23,48,1448,6304,811,40690,32076,18250,436543,10551.18,5275.59,97809.44,64119.52,705314.73
QTN-00942,2026-07-23,ABC Builders,Project 17,Earthwork,Nos,20,558,97,767,2968,6222,3679,9353,79085,5905,626955,14425.96,7212.98,133728.65,87666.56,964332.15
QTN-00943,2026-07-14,SPPS Construction,Project 79,Earthwork,Nos,447,451,721,133,67,2693,3761,22561,92060,12599,306920,8682.8,4341.4,80489.56,52765.38,580419.13
QTN-00944,2026-09-16,ABC Builders,Project 13,Brickwork,Nos,54,225,3,801,2169,3831,1510,35608,86862,3277,392443,10363.8,5181.9,96072.43,62980.81,692788.94
QTN-00945,2026-02-25,XYZ Infra,Project 52,Flooring,Nos,361,78,461,37,4215,6124,4122,44488,39087,8338,445659,10751.44,5375.72,99665.85,65336.5,718701.51
QTN-00946,2026-10-19,Green Homes,Project 68,Painting,Nos,145,218,222,597,4664,9672,4381,32081,51779,7480,619057,14207.94,7103.97,131707.6,86341.65,949758.17
QTN-00947,2026-10-22,SPPS Construction,Project 15,Plastering,Nos,363,447,297,631,3265,1824,1472,39719,52728,4885,561569,13178.02,6589.01,122160.25,80082.83,880911.1
QTN-00948,2026-06-28,XYZ Infra,Project 16,Brickwork,Nos,487,436,415,698,3090,6659,3437,31284,67539,17756,601619,14363.96,7181.98,133153.91,87289.78,960187.63
QTN-00949,2026-12-20,XYZ Infra,Project 19,Painting,Nos,371,311,499,37,166,6121,4548,37348,41065,16969,250276,6913.16,3456.58,64084.99,42011.27,462124.01
QTN-00950,2026-12-04,Skyline,Project 24,Painting,Nos,145,280,683,776,3528,4078,3768,47833,38584,8140,574752,13386.18,6693.09,124089.89,81347.82,894825.97
QTN-00951,2026-11-19,Skyline,Project 2,Earthwork,Nos,425,493,505,816,2617,1922,3607,5475,63030,13129,575428,13141.24,6570.62,121819.29,79859.32,878452.47
QTN-00952,2026-05-27,SPPS Construction,Project 55,Painting,Nos,439,109,401,359,1186,3939,2119,22406,5481,15391,246791,5801.38,2900.69,53778.79,35254.99,387804.85
QTN-00953,2026-06-21,SPPS Construction,Project 84,Painting,Nos,107,435,319,108,2423,7285,4691,8756,56352,8989,478926,11060.46,5530.23,102530.46,67214.42,739358.57
QTN-00954,2026-10-23,Skyline,Project 91,Plastering,Nos,452,372,440,168,3602,1233,558,42949,3883,16186,503332,11327,5663.5,105001.29,68834.18,757175.97
QTN-00955,2026-10-08,SPPS Construction,Project 41,Plastering,Nos,419,70,100,350,4382,7228,258,42963,79027,5023,468232,11904.9,5952.45,110358.42,72346.08,795806.85
QTN-00956,2026-08-02,ABC Builders,Project 15,PCC,Nos,176,58,437,600,3289,661,1610,10634,12423,12256,386633,8438.92,4219.46,78228.79,51283.32,564116.49
QTN-00957,2026-02-22,SPPS Construction,Project 3,Brickwork,Nos,68,581,162,183,2467,4682,4738,11403,84343,1199,523589,12410.68,6205.34,115047,75419.7,829616.73
QTN-00958,2026-12-03,Skyline,Project 3,Waterproofing,Nos,54,287,48,769,4048,1716,2091,43351,26218,18031,544689,12645.78,6322.89,117226.38,76848.41,845332.46
QTN-00959,2026-04-19,SPPS Construction,Project 32,Painting,Nos,407,343,86,442,2117,6836,3359,33824,92781,2425,431092,11202.44,5601.22,103846.62,68077.23,748849.51
QTN-00960,2026-01-10,Skyline,Project 64,RCC,Nos,419,548,201,343,3145,6284,406,19171,85104,17358,590393,14240.52,7120.26,132009.62,86539.64,951936.04
QTN-00961,2026-05-14,SPPS Construction,Project 61,PCC,Nos,66,286,26,514,2643,1478,807,14619,20730,13993,403316,9053.16,4526.58,83922.79,55016.05,605176.59
QTN-00962,2026-06-02,ABC Builders,Project 63,Painting,Nos,397,0,244,880,1618,1406,3250,46607,89478,9071,260968,8122.48,4061.24,75295.39,49360.31,542963.42
QTN-00963,2026-10-19,ABC Builders,Project 15,RCC,Nos,124,230,117,149,29,4631,3885,21300,38966,6102,173848,4804.32,2402.16,44536.05,29195.85,321154.38
QTN-00964,2026-08-18,Skyline,Project 28,Brickwork,Nos,477,598,34,472,4816,349,4114,46461,9669,660,696566,15067.12,7533.56,139672.2,91562.89,1007191.77
QTN-00965,2026-07-01,ABC Builders,Project 58,Flooring,Nos,166,151,743,607,2794,2432,2195,40725,39933,19119,431431,10624.16,5312.08,98485.96,64563.02,710193.22
QTN-00966,2026-12-07,Green Homes,Project 100,Plastering,Nos,93,534,736,304,3101,878,559,9454,25151,5074,575818,12309.94,6154.97,114113.14,74807.51,822882.56
QTN-00967,2026-11-14,ABC Builders,Project 4,RCC,Nos,379,387,735,132,2748,3561,2976,15498,52859,1679,486354,11127.8,5563.9,103154.71,67623.64,743860.05
QTN-00968,2026-04-19,Skyline,Project 24,Flooring,Nos,339,257,429,651,2490,425,1315,20834,29720,4304,419555,9488.26,4744.13,87956.17,57660.16,634261.72
QTN-00969,2026-05-06,SPPS Construction,Project 37,Brickwork,Nos,98,245,464,712,413,8760,2588,47877,59546,11800,336453,9113.52,4556.76,84482.33,55382.86,609211.47
QTN-00970,2026-11-04,SPPS Construction,Project 95,Brickwork,Nos,212,369,54,175,2767,8274,832,3542,80940,18330,465919,11374.62,5687.31,105442.73,69123.57,760359.22
QTN-00971,2026-04-09,XYZ Infra,Project 6,Waterproofing,Nos,365,411,182,560,647,5553,996,38821,68290,17052,360655,9696.36,4848.18,89885.26,58924.78,648172.58
QTN-00972,2026-02-22,XYZ Infra,Project 39,Earthwork,Nos,415,449,334,629,4268,2389,1624,24720,62560,1775,645086,14682.82,7341.41,136109.74,89227.5,981502.47
QTN-00973,2026-01-11,Green Homes,Project 55,Plastering,Nos,456,327,693,254,699,4020,2866,39638,33404,10077,320521,8072.8,4036.4,74834.86,49058.41,539642.46
QTN-00974,2026-05-28,ABC Builders,Project 35,Waterproofing,Nos,373,557,305,722,2277,5809,3233,17864,84487,17622,582170,14042.86,7021.43,130177.31,85338.46,938723.06
QTN-00975,2026-02-26,SPPS Construction,Project 25,Waterproofing,Nos,479,497,294,212,2653,1236,4704,9045,26207,14819,486177,10724.96,5362.48,99420.38,65175.58,716931.4
QTN-00976,2026-09-06,XYZ Infra,Project 4,Painting,Nos,422,199,281,668,2890,1398,2747,48106,62148,15389,422871,10970.28,5485.14,101694.5,66666.39,733330.31
QTN-00977,2026-06-11,XYZ Infra,Project 57,RCC,Nos,110,86,217,462,3619,4764,3970,18768,36771,15887,425007,9928.66,4964.33,92038.68,60336.47,663701.14
QTN-00978,2026-09-17,XYZ Infra,Project 51,Earthwork,Nos,118,531,630,326,2817,5776,2567,9358,64726,12755,588520,13507.18,6753.59,125211.56,82083.13,902914.46
QTN-00979,2026-01-06,XYZ Infra,Project 8,Brickwork,Nos,419,280,487,726,85,9039,1753,31309,9777,11711,332520,7706.34,3853.17,71437.77,46831.43,515145.71
QTN-00980,2026-05-11,Green Homes,Project 35,Earthwork,Nos,407,332,551,325,4572,4345,253,21100,50933,4351,610393,13735.54,6867.77,127328.46,83470.88,918179.64
QTN-00981,2026-06-11,ABC Builders,Project 80,Plastering,Nos,347,100,521,173,4367,3522,2827,41604,95393,17641,465968,12412.12,6206.06,115060.35,75428.45,829712.99
QTN-00982,2026-05-16,ABC Builders,Project 62,RCC,Nos,212,31,411,297,2479,6330,480,33525,9237,2230,319515,7290.14,3645.07,67579.6,44302.18,487323.99
QTN-00983,2026-01-07,SPPS Construction,Project 52,Brickwork,Nos,31,288,97,764,2796,2699,3388,44464,30949,19445,463720,11171.56,5585.78,103560.36,67889.57,746785.27
QTN-00984,2026-01-04,Skyline,Project 67,Painting,Nos,138,464,364,837,4490,1147,4872,27062,6503,10610,689158,14666.66,7333.33,135959.94,89129.29,980422.22
QTN-00985,2026-12-04,Skyline,Project 73,Waterproofing,Nos,17,78,649,853,572,3834,724,45022,20389,18394,263676,6949.62,3474.81,64422.98,42232.84,464561.25
QTN-00986,2026-03-28,Skyline,Project 14,Flooring,Nos,257,412,737,262,2278,9441,2821,841,70231,2243,524999,11966.28,5983.14,110927.42,72719.08,799909.92
QTN-00987,2026-04-04,Green Homes,Project 99,Painting,Nos,127,24,397,717,808,2460,1320,21669,43516,9192,210200,5691.54,2845.77,52760.58,34587.49,380462.37
QTN-00988,2026-05-12,Green Homes,Project 3,PCC,Nos,17,482,94,482,70,5971,3731,34050,12310,13074,339009,7968.86,3984.43,73871.33,48426.76,532694.38
QTN-00989,2026-12-19,XYZ Infra,Project 98,Earthwork,Nos,247,19,78,278,3475,9539,4464,6351,72688,13089,389551,9633.58,4816.79,89303.29,58543.27,643975.92
QTN-00990,2026-01-22,SPPS Construction,Project 35,Painting,Nos,20,524,19,101,826,2110,1794,12043,54695,4667,330064,8029.38,4014.69,74432.35,48794.54,536739.96
QTN-00991,2026-05-07,SPPS Construction,Project 1,Earthwork,Nos,31,201,693,23,3349,2566,4510,44497,31143,9429,424863,10198.64,5099.32,94541.39,61977.14,681748.49
QTN-00992,2026-12-25,ABC Builders,Project 27,Painting,Nos,377,50,104,522,3250,2136,614,32978,7436,6187,354912,8030.26,4015.13,74440.51,48799.89,536798.79
QTN-00993,2026-02-13,ABC Builders,Project 27,RCC,Nos,395,142,418,770,2676,4764,4497,23013,49051,16394,433049,10430.14,5215.07,96687.4,63383.96,697223.57
QTN-00994,2026-07-24,XYZ Infra,Project 65,Flooring,Nos,208,67,164,250,4782,3509,565,9640,76909,17879,460557,11299.7,5649.85,104748.22,68668.28,755351.05
QTN-00995,2026-02-20,ABC Builders,Project 29,Brickwork,Nos,23,395,677,786,2632,9054,1500,42649,34652,1695,597562,13531.16,6765.58,125433.85,82228.86,904517.45
QTN-00996,2026-10-20,SPPS Construction,Project 90,Plastering,Nos,441,165,706,736,2301,7617,751,31834,51922,10153,453312,10944.42,5472.21,101454.77,66509.24,731601.64
QTN-00997,2026-06-04,ABC Builders,Project 97,Waterproofing,Nos,41,383,556,15,1525,6292,3534,8402,76484,5741,386875,9550.04,4775.02,88528.87,58035.59,638391.52
QTN-00998,2026-09-12,XYZ Infra,Project 92,Painting,Nos,63,35,241,756,2186,2154,3537,28476,80588,7655,310469,8543.76,4271.88,79200.66,51920.43,571124.72
QTN-00999,2026-01-27,SPPS Construction,Project 58,PCC,Nos,150,289,677,690,739,7569,722,2373,48842,19529,383709,9089.06,4544.53,84255.59,55234.22,607576.39
QTN-01000,2026-09-28,Green Homes,Project 17,Flooring,Nos,407,234,288,378,1575,7148,335,42958,18913,7175,349344,8367.8,4183.9,77569.51,50851.12,559362.33
